sep=\t
Sampling Freq: 100Hz, 0.01 seconds between each sample
AO	Average AO	PW	Average PW	Pd/Pa
84.300	74.100	79.500	67.900	0.916
83.300	74.100	78.000	67.900	0.916
82.200	74.100	76.700	67.900	0.916
81.100	74.100	75.300	67.900	0.916
80.000	74.100	73.900	67.900	0.916
78.900	74.200	72.100	67.900	0.916
77.800	74.200	70.400	67.900	0.915
76.700	74.200	69.000	67.900	0.915
75.600	74.200	67.400	67.900	0.915
74.600	74.200	66.000	67.900	0.915
73.800	74.200	65.100	67.900	0.915
72.800	74.200	64.100	67.900	0.915
71.800	74.200	63.000	67.900	0.915
71.000	74.200	62.300	67.900	0.915
70.300	74.200	61.700	67.900	0.915
69.500	74.300	60.900	67.900	0.915
68.600	74.300	60.300	67.900	0.915
67.900	74.300	59.700	67.900	0.914
67.200	74.300	59.200	67.900	0.914
66.600	74.300	58.600	67.900	0.914
65.900	74.300	57.700	67.900	0.914
65.400	74.300	57.100	67.900	0.914
64.800	74.300	56.700	67.900	0.914
64.300	74.300	56.400	67.900	0.914
63.700	74.300	55.900	68.000	0.914
63.200	74.300	55.600	68.000	0.914
62.700	74.400	55.200	68.000	0.914
62.100	74.400	54.900	68.000	0.914
61.700	74.400	54.500	68.000	0.914
61.300	74.400	54.300	68.000	0.914
60.800	74.400	53.800	68.000	0.914
60.200	74.400	53.400	68.000	0.914
59.700	74.400	52.900	68.000	0.914
59.300	74.400	52.500	68.000	0.914
58.900	74.400	52.300	68.000	0.914
58.400	74.400	52.000	68.000	0.914
58.100	74.400	51.700	68.000	0.914
57.800	74.400	51.400	68.000	0.914
57.500	74.400	50.900	68.000	0.914
57.200	74.500	50.500	68.000	0.914
57.000	74.500	50.700	68.100	0.914
56.900	74.500	50.600	68.100	0.914
56.600	74.500	50.400	68.100	0.914
56.400	74.500	50.400	68.100	0.914
56.300	74.500	50.400	68.100	0.914
56.000	74.500	50.500	68.100	0.914
55.500	74.500	50.400	68.100	0.914
55.200	74.500	50.300	68.100	0.914
54.800	74.500	50.000	68.100	0.914
54.300	74.500	49.900	68.100	0.914
53.800	74.500	49.600	68.100	0.914
53.300	74.500	49.100	68.100	0.914
52.600	74.600	48.500	68.100	0.914
52.000	74.600	48.000	68.100	0.914
51.600	74.600	47.800	68.100	0.914
51.100	74.600	47.500	68.100	0.914
50.600	74.600	47.000	68.200	0.914
50.600	74.600	46.800	68.200	0.914
50.900	74.600	46.800	68.200	0.914
51.600	74.600	47.500	68.200	0.914
53.700	74.500	48.400	68.200	0.915
57.700	74.500	49.200	68.200	0.915
61.900	74.500	51.000	68.200	0.915
65.300	74.500	54.600	68.100	0.915
69.100	74.500	58.700	68.100	0.915
72.800	74.400	62.900	68.100	0.915
78.100	74.400	67.500	68.100	0.915
82.900	74.500	72.400	68.100	0.915
86.300	74.500	76.800	68.200	0.915
89.500	74.500	80.100	68.200	0.915
92.400	74.500	82.800	68.200	0.915
95.400	74.600	85.600	68.200	0.915
97.500	74.600	87.700	68.200	0.915
99.500	74.600	89.800	68.300	0.915
101.400	74.600	91.900	68.300	0.915
103.200	74.600	93.900	68.300	0.915
104.700	74.700	95.700	68.300	0.915
106.000	74.700	97.400	68.400	0.915
107.500	74.700	99.300	68.400	0.915
108.700	74.700	100.600	68.400	0.916
109.900	74.700	102.000	68.400	0.916
110.600	74.700	103.200	68.400	0.916
111.100	74.800	104.000	68.500	0.916
111.300	74.800	104.900	68.500	0.916
111.300	74.800	105.600	68.500	0.916
110.800	74.800	106.100	68.500	0.916
110.000	74.800	105.900	68.500	0.916
108.800	74.800	105.400	68.500	0.916
107.200	74.800	104.700	68.500	0.916
